title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc
Miles Jupp: Is The Chap You're Thinking Of,2015,Missing,Missing,Missing,Missing,Missing,Missing
John Bishop Supersonic Live,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
Trevor Noah: Lost In Translation,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing
Dara O Briain: Crowd Tickler,2015,Missing,Missing,Missing,Missing,Missing,Missing
Kevin Bridges Live: A Whole Different Story,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Marc Maron: More Later,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
Elliott Morgan: Premature,2015,Missing,Missing,Missing,Missing,Missing,Missing
Mike Epps: Don't Take It Personal,2015,Missing,Missing,Missing,Missing,Missing,Missing
Scavengers,2013,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing
Jerrod Carmichael: Love at the Store,2014,insufficient sample,3.0,Missing,Missing,Missing,Missing
Keith Lowell Jensen: Atheist Christmas,2014,Missing,Missing,Missing,Missing,Missing,Missing
"Myq Kaplan: Small, Dork and Handsome",2014,Missing,Missing,Missing,Missing,Missing,Missing
Kurt Metzger: White Precious,2014,Missing,Missing,Missing,Missing,Missing,Missing
Tracy Morgan: Bona Fide,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing
Joe Rogan: Rocky Mountain High,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing
Greg Giraldo: Midlife Vices,2009,insufficient sample,1.0,Missing,Missing,Missing,Missing
Sebastian Maniscalco: Aren't You Embarrassed?,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing
Robert Newman's History of Oil,2006,Missing,Missing,Missing,Missing,Missing,Missing
Alan Davies: Live at the Lyric,1994,insufficient sample,1.0,Missing,Missing,Missing,Missing
"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",2004,Missing,Missing,Missing,Missing,Missing,Missing
John Pinette: I Say Nay Nay,2005,insufficient sample,2.0,Missing,Missing,Missing,Missing
John Pinette: I'm Starvin'!,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing
Micky Flanagan: Live - Back In The Game Tour,2013,Missing,Missing,Missing,Missing,Missing,Missing
TrÃ©mulo,2015,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing
Don't Hang Up,2016,insufficient sample,1.0,Missing,Missing,0,Fewer than two women in this movie
The Glass Castle,2017,insufficient sample,10.0,0.5,18.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Mean Dreams,2016,insufficient sample,8.0,insufficient sample,8.0,Missing,Missing
Banking on Bitcoin,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing
The Void,2016,insufficient sample,4.0,Missing,Missing,Missing,Missing
Disaster!,2006,Missing,Missing,insufficient sample,8.0,Missing,Missing
Dartmoor Killing,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing
Fare,2017,Missing,Missing,insufficient sample,1.0,Missing,Missing
The Thirteenth Tale,2013,insufficient sample,4.0,insufficient sample,9.0,Missing,Missing
Eu Maior,2013,Missing,Missing,Missing,Missing,Missing,Missing
Painkillers,2015,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing
El apÃ³stata,2015,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
Tom of Finland,2017,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
Magnus,2016,Missing,Missing,Missing,Missing,Missing,Missing
Deconstructing Sgt. Pepper's Lonely Hearts Club Band,2017,Missing,Missing,Missing,Missing,Missing,Missing
NY77: The Coolest Year in Hell,2007,Missing,Missing,insufficient sample,2.0,Missing,Missing
Fuglene over sundet,2016,Missing,Missing,insufficient sample,7.0,Missing,Missing
Donald Cried,2017,Missing,Missing,insufficient sample,7.0,Missing,Missing
Zombies! Zombies! Zombies!,2008,Missing,Missing,Missing,Missing,Missing,Missing
Zombibi,2012,Missing,Missing,Missing,Missing,Missing,Missing
Zombie Wars,2006,Missing,Missing,insufficient sample,3.0,Missing,Missing
Ð—Ð¾Ð¼Ð±Ð¸ ÐºÐ°Ð½Ð¸ÐºÑƒÐ»Ñ‹ 3D,2013,Missing,Missing,Missing,Missing,Missing,Missing
Zombie Pizza,2017,Missing,Missing,insufficient sample,6.0,Missing,Missing
Zombie Christ,2010,insufficient sample,2.0,Missing,Missing,Missing,Missing
The Stakelander,2016,insufficient sample,4.0,insufficient sample,8.0,Missing,Missing
Sufat Chol,2016,Missing,Missing,insufficient sample,1.0,Missing,Missing
Wolves,2016,insufficient sample,3.0,insufficient sample,10.0,Missing,Missing
Their Finest,2017,0.7368421052631579,19.0,Missing,Missing,Missing,Missing
The Ottoman Lieutenant,2017,insufficient sample,3.0,Missing,Missing,Missing,Missing
Lady Macbeth,2017,Missing,Missing,insufficient sample,4.0,Missing,Missing
The Sense of an Ending,2017,insufficient sample,7.0,Missing,Missing,Missing,Missing
Personal Shopper,2016,insufficient sample,10.0,Missing,Missing,Missing,Missing
La femme et le TGV,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing
Juste une question d'amour,2000,insufficient sample,2.0,insufficient sample,2.0,2,"There are two or more women in this movie, but they only talk to each other about a man"
Hatuna MeNiyar,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing
Window Horses,2016,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
ç ´å£žä¹‹çŽ‹,1994,insufficient sample,3.0,Missing,Missing,Missing,Missing
The Strange Ones,2011,insufficient sample,2.0,Missing,Missing,Missing,Missing
Goblin,2010,insufficient sample,4.0,Missing,Missing,Missing,Missing
River,2015,insufficient sample,2.0,Missing,Missing,Missing,Missing
Extremis,2016,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
æ·±å¤œé£Ÿå ‚,2014,Missing,Missing,insufficient sample,8.0,Missing,Missing
4.1 Miles,2016,insufficient sample,5.0,Missing,Missing,Missing,Missing
The Rolling Stones - Havana Moon,2016,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing
Carrie Pilby,2017,insufficient sample,3.0,Missing,Missing,Missing,Missing
La Totale!,1991,insufficient sample,2.0,Missing,Missing,Missing,Missing
La crise,1992,Missing,Missing,insufficient sample,5.0,Missing,Missing
I nÃ¶d eller lust,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing
The Institute,2017,insufficient sample,6.0,Missing,Missing,Missing,Missing
Lead with Your Heart,2015,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing
Internet - O Filme,2017,Missing,Missing,Missing,Missing,Missing,Missing
Shame the Devil,2013,Missing,Missing,insufficient sample,4.0,Missing,Missing
Prooi,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing
Joe's Violin,2016,Missing,Missing,Missing,Missing,Missing,Missing
Patients,2017,Missing,Missing,insufficient sample,2.0,Missing,Missing
The Assignment,2016,0.26666666666666666,15.0,0.25,16.0,Missing,Missing
à¸­à¸� 3 à¸¨à¸­à¸� 2 à¸�à¸³à¸›à¸±à¹‰à¸™,2007,Missing,Missing,insufficient sample,1.0,Missing,Missing
To Be the Best,1993,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing
Fists of Iron,1995,insufficient sample,1.0,Missing,Missing,Missing,Missing
à¸­à¸°à¸”à¸£à¸µà¸™à¸²à¸¥à¸µà¸™ à¸„à¸™à¹€à¸”à¸·à¸­à¸”à¸ªà¸²à¸”,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing
Ramones: Raw,2004,Missing,Missing,insufficient sample,3.0,Missing,Missing
Fallen,2016,insufficient sample,10.0,Missing,Missing,Missing,Missing
O Riso Dos Outros,2012,Missing,Missing,insufficient sample,2.0,Missing,Missing
TainÃ¡: Uma Aventura na AmazÃ´nia,2001,Missing,Missing,Missing,Missing,Missing,Missing
Os Homens SÃ£o de Marte... E Ã© pra LÃ¡ que Eu Vou!,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing
Loucas pra Casar,2015,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing
Yes or No 2: à¸£à¸±à¸�à¹„à¸¡à¹ˆà¸£à¸±à¸� à¸­à¸¢à¹ˆà¸²à¸�à¸±à¹Šà¸�à¹€à¸¥à¸¢,2012,Missing,Missing,insufficient sample,1.0,Missing,Missing
Mato sem Cachorro,2013,Missing,Missing,insufficient sample,4.0,Missing,Missing
The Shack,2017,0.21428571428571427,14.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Åževkat Yerimdar,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing
Code M,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing
Manche Hunde beiÃŸen,2010,Missing,Missing,insufficient sample,1.0,Missing,Missing
Ð�ÐµÐ²ÐµÑ�Ñ‚Ð°,2017,Missing,Missing,insufficient sample,1.0,Missing,Missing
Les PÃ©pites,2016,Missing,Missing,Missing,Missing,Missing,Missing
Life,2017,0.4375,16.0,insufficient sample,7.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Race to Mars,2007,Missing,Missing,insufficient sample,4.0,Missing,Missing
ãƒ©ãƒ–â˜…ã‚³ãƒ³,2006,Missing,Missing,insufficient sample,3.0,Missing,Missing
Pro Dia Nascer Feliz,2006,Missing,Missing,Missing,Missing,Missing,Missing
Chico Xavier,2010,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing
Foster,2011,insufficient sample,8.0,insufficient sample,8.0,Missing,Missing
National Geographic American Blackout,2013,Missing,Missing,Missing,Missing,Missing,Missing
Don't Kill It,2016,insufficient sample,5.0,0.42857142857142855,14.0,Missing,Missing
Kaabil,2017,insufficient sample,4.0,insufficient sample,4.0,Missing,Missing
Zipi y Zape y la isla del capitÃ¡n,2016,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
The Raking,2017,Missing,Missing,insufficient sample,3.0,Missing,Missing
Bugcrush,2006,Missing,Missing,insufficient sample,1.0,Missing,Missing
Cruel Summer,2016,Missing,Missing,Missing,Missing,Missing,Missing
The Sunshine Makers,2015,Missing,Missing,Missing,Missing,Missing,Missing
The Lost City of Z,2016,Missing,Missing,0.11764705882352941,17.0,1,"There are two or more women in this movie, but they don't talk to each other"
Sleight,2017,Missing,Missing,Missing,Missing,Missing,Missing
Guyver: Dark Hero,1994,Missing,Missing,Missing,Missing,Missing,Missing
Robert Schimmel: Unprotected,1999,Missing,Missing,Missing,Missing,Missing,Missing
Bill Maher: Be More Cynical,2000,insufficient sample,2.0,Missing,Missing,Missing,Missing
Denis Leary: No Cure for Cancer,1993,insufficient sample,2.0,Missing,Missing,Missing,Missing
Wyatt Cenac: Comedy Person,2011,insufficient sample,1.0,Missing,Missing,Missing,Missing
"Nick Swardson: Seriously, Who Farted?",2009,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
Jon Stewart: Unleavened,1996,Missing,Missing,Missing,Missing,Missing,Missing
Triumphâ€™s Election Special 2016,2016,insufficient sample,3.0,insufficient sample,2.0,Missing,Missing
Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,2012,insufficient sample,1.0,Missing,Missing,Missing,Missing
"Pete Holmes: Nice Try, the Devil!",2013,Missing,Missing,Missing,Missing,Missing,Missing
Kurt Braunohler: Trust Me,2017,insufficient sample,4.0,Missing,Missing,Missing,Missing
Moshe Kasher: Live in Oakland,2012,Missing,Missing,Missing,Missing,Missing,Missing
Chris Hardwick: Mandroid,2012,insufficient sample,3.0,Missing,Missing,Missing,Missing
School's out,2017,Missing,Missing,Missing,Missing,Missing,Missing
RÃ¢nia,2012,Missing,Missing,insufficient sample,1.0,Missing,Missing
School Dance,2014,insufficient sample,2.0,Missing,Missing,Missing,Missing
Demain tout commence,2016,insufficient sample,2.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Prohibition,2011,insufficient sample,5.0,0.21428571428571427,14.0,Missing,Missing
Decadence and Downfall: The Shah of Iran's Ultimate Party,2016,Missing,Missing,Missing,Missing,Missing,Missing
Buster's Mal Heart,2017,insufficient sample,7.0,insufficient sample,10.0,Missing,Missing
Tess of the D'Urbervilles,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing
2 Lava 2 Lantula!,2016,Missing,Missing,Missing,Missing,Missing,Missing
LD 50 Lethal Dose,2003,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing
ë�” í‚¹,2017,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing
Ghosts of Darkness,2017,Missing,Missing,Missing,Missing,Missing,Missing
Black Ice,1994,Missing,Missing,Missing,Missing,Missing,Missing
ä¸–ç•Œã�‹ã‚‰çŒ«ã�Œæ¶ˆã�ˆã�Ÿã�ªã‚‰,2016,Missing,Missing,Missing,Missing,Missing,Missing
La montagne magique,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing
Posrednik,1990,Missing,Missing,Missing,Missing,Missing,Missing
Power Rangers,2017,0.2727272727272727,11.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Alien: Covenant,2017,Missing,Missing,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Beata ignoranza,2017,insufficient sample,2.0,insufficient sample,10.0,Missing,Missing
Free Fire,2017,insufficient sample,6.0,0.16666666666666666,12.0,Missing,Missing
The Other Half,2016,0.1875,16.0,0.375,16.0,Missing,Missing
Escape from Mars,1999,insufficient sample,5.0,Missing,Missing,Missing,Missing
Fassbinders Welt am Draht - Blick voraus ins Heute,2010,insufficient sample,7.0,insufficient sample,8.0,Missing,Missing
Shinjuku Boys,1995,Missing,Missing,Missing,Missing,Missing,Missing
AngÃ¨le et Tony,2011,Missing,Missing,insufficient sample,4.0,Missing,Missing
Ma'a al-Fidda,2014,Missing,Missing,Missing,Missing,Missing,Missing
Austin to Boston,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
Southern Fried Bigfoot,2007,Missing,Missing,Missing,Missing,Missing,Missing
Deseo,2012,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing
e-motion,2013,Missing,Missing,Missing,Missing,Missing,Missing
Casting JonBenet,2017,insufficient sample,7.0,Missing,Missing,Missing,Missing
Django,2017,Missing,Missing,Missing,Missing,Missing,Missing
ê³„ì¶˜í• ë§�,2016,insufficient sample,3.0,insufficient sample,7.0,Missing,Missing
The Vessel,2016,Missing,Missing,insufficient sample,8.0,Missing,Missing
Milton's Secret,2016,insufficient sample,3.0,Missing,Missing,Missing,Missing
God's Compass,2016,Missing,Missing,insufficient sample,3.0,Missing,Missing
The Passion,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing
Amy Schumer: The Leather Special,2017,insufficient sample,8.0,Missing,Missing,Missing,Missing
Dead Man Talking,2012,Missing,Missing,Missing,Missing,Missing,Missing
The Man in 3B,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
Halloweed,2016,Missing,Missing,Missing,Missing,Missing,Missing
Miguel San Miguel,2012,Missing,Missing,Missing,Missing,Missing,Missing
Tamam MÄ±yÄ±z?,2013,Missing,Missing,Missing,Missing,Missing,Missing
Unutursam FÄ±sÄ±lda,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing
Saattokeikka,2017,Missing,Missing,insufficient sample,2.0,Missing,Missing
Ð¡Ð¸Ð½Ð´Ñ€Ð¾Ð¼ ÐŸÐµÑ‚Ñ€ÑƒÑˆÐºÐ¸,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing
Der Fall Wilhelm Reich,2013,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing
Next Floor,2008,insufficient sample,1.0,Missing,Missing,Missing,Missing
The Shaman,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing
ãƒªãƒˆãƒ«ã‚¦ã‚£ãƒƒãƒ�ã‚¢ã‚«ãƒ‡ãƒŸã‚¢ é­”æ³•ä»•æŽ›ã�‘ã�®ãƒ‘ãƒ¬ãƒ¼ãƒ‰,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
è¿½æ†¶ç·¨ Recollection or Reminiscence,1999,Missing,Missing,insufficient sample,9.0,Missing,Missing
The Dinner,2017,insufficient sample,10.0,0.45454545454545453,11.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Wilde Maus,2017,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing
The Avenue,2017,Missing,Missing,Missing,Missing,Missing,Missing
The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,2000,Missing,Missing,Missing,Missing,Missing,Missing
The Most Fertile Man in Ireland,2000,Missing,Missing,Missing,Missing,Missing,Missing
Arsenal,2017,insufficient sample,8.0,insufficient sample,5.0,Missing,Missing
2001: A Space Travesty,2000,insufficient sample,4.0,Missing,Missing,Missing,Missing
Brink!,1998,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing
Timecop 2: The Berlin Decision,2003,insufficient sample,3.0,Missing,Missing,Missing,Missing
A Date for Mad Mary,2016,Missing,Missing,Missing,Missing,Missing,Missing
Zona hostil,2017,Missing,Missing,insufficient sample,4.0,Missing,Missing
Jim Norton: Mouthful of Shame,2017,insufficient sample,1.0,Missing,Missing,Missing,Missing
Epoch: Evolution,2003,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing
Epoch,2001,insufficient sample,2.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
Ð—Ð¾Ð¾Ð»Ð¾Ð³Ð¸Ñ�,2016,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
From Straight A's to XXX,2017,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
Snapdragon,1993,insufficient sample,2.0,Missing,Missing,Missing,Missing
Wallace & Gromit's Cracking Contraptions,2002,Missing,Missing,Missing,Missing,Missing,Missing
Slove,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing
HÃ¼ter meines Bruders,2014,Missing,Missing,insufficient sample,5.0,Missing,Missing
JaurÃ¨s,2012,Missing,Missing,Missing,Missing,Missing,Missing
Gaea Girls,2000,Missing,Missing,Missing,Missing,Missing,Missing
The Invisible Guardian,2017,Missing,Missing,insufficient sample,5.0,Missing,Missing
Haven,2004,insufficient sample,10.0,Missing,Missing,Missing,Missing
Born in China,2017,insufficient sample,4.0,insufficient sample,2.0,Missing,Missing
Ein Atem,2016,insufficient sample,5.0,insufficient sample,5.0,Missing,Missing
Population Zero,2016,Missing,Missing,Missing,Missing,Missing,Missing
Poodle Springs,1998,insufficient sample,8.0,insufficient sample,9.0,Missing,Missing
Gemini,2017,insufficient sample,5.0,0.5714285714285714,14.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Junior,2011,Missing,Missing,Missing,Missing,Missing,Missing
Lily  & the Snowman,2015,Missing,Missing,Missing,Missing,Missing,Missing
Ma' Rosa,2016,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Trevor Noah: Afraid of the Dark,2017,insufficient sample,1.0,Missing,Missing,Missing,Missing
Icebreaker,2000,insufficient sample,3.0,Missing,Missing,Missing,Missing
The Tommyknockers,1993,insufficient sample,3.0,Missing,Missing,Missing,Missing
Jason and the Argonauts,2001,Missing,Missing,Missing,Missing,Missing,Missing
Darkman III: Die Darkman Die,1996,insufficient sample,8.0,insufficient sample,8.0,Missing,Missing
The Gingerdead Man,2005,insufficient sample,7.0,Missing,Missing,Missing,Missing
The Time Shifters,1999,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing
Inspector Gadget 2,2003,insufficient sample,9.0,insufficient sample,7.0,Missing,Missing
Species: The Awakening,2007,Missing,Missing,0.24,25.0,Missing,Missing
Species III,2004,0.23809523809523808,21.0,0.21212121212121213,33.0,Missing,Missing
Population 436,2006,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing
Lilo & Stitch 2: Stitch has a Glitch,2005,Missing,Missing,0.5714285714285714,14.0,Missing,Missing
The Stoned Age,1994,Missing,Missing,Missing,Missing,Missing,Missing
Ultimate Avengers 2,2006,insufficient sample,6.0,Missing,Missing,Missing,Missing
Totally Awesome,2006,insufficient sample,7.0,insufficient sample,10.0,Missing,Missing
Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,insufficient sample,3.0,insufficient sample,7.0,Missing,Missing
The Sandlot 2,2005,insufficient sample,8.0,insufficient sample,10.0,Missing,Missing
Ali and Nino,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing
Thirst,2016,Missing,Missing,insufficient sample,3.0,Missing,Missing
Paris pieds nus,2017,insufficient sample,4.0,Missing,Missing,Missing,Missing
The Blue Butterfly,2004,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Madison County,2012,Missing,Missing,Missing,Missing,Missing,Missing
Cleopatra's Palace: In Search of a Legend,1999,Missing,Missing,Missing,Missing,Missing,Missing
Ghost Planes and the Mysteries of Flight 370,2014,Missing,Missing,Missing,Missing,Missing,Missing
Red Water,2003,Missing,Missing,insufficient sample,3.0,Missing,Missing
LÃ¦rkevej - Til dÃ¸den os skiller,2012,Missing,Missing,insufficient sample,5.0,Missing,Missing
Casi treinta,2013,Missing,Missing,insufficient sample,2.0,Missing,Missing
El Viaje de la Nonna,2008,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
"Pulp: a Film About Life, Death & Supermarkets",2014,Missing,Missing,Missing,Missing,Missing,Missing
Russkaya Igra,2007,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing
Everyone's Going to Die,2013,Missing,Missing,insufficient sample,5.0,Missing,Missing
Mulholland Dr.,1999,0.18181818181818182,11.0,0.3333333333333333,15.0,Missing,Missing
Dave Chappelle: The Age of Spin,2017,Missing,Missing,Missing,Missing,Missing,Missing
David Bowie: The Last Five Years,2017,Missing,Missing,insufficient sample,1.0,Missing,Missing
Sameblod,2017,insufficient sample,5.0,insufficient sample,2.0,Missing,Missing
Syysprinssi,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing
Momoiro sora o,2012,Missing,Missing,Missing,Missing,Missing,Missing
The Evil Within,2017,insufficient sample,2.0,Missing,Missing,Missing,Missing
Harmonia,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing
Streit's: Matzo and the American Dream,2015,Missing,Missing,Missing,Missing,Missing,Missing
The Last Laugh,2016,Missing,Missing,insufficient sample,5.0,Missing,Missing
25 April,2015,insufficient sample,3.0,Missing,Missing,Missing,Missing
Secreto Matusita,2014,Missing,Missing,Missing,Missing,Missing,Missing
La coupure,2006,Missing,Missing,insufficient sample,2.0,Missing,Missing
Enemies with Benefits,2016,insufficient sample,3.0,insufficient sample,1.0,Missing,Missing
Plein sud,2009,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Sam hoi tsam yan,2008,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
The Last Word,2017,Missing,Missing,0.5238095238095238,21.0,3,There are two or more women in this movie and they talk to each other about something other than a man
CHiPS,2017,0.0,14.0,Missing,Missing,Missing,Missing
Table 19,2017,Missing,Missing,Missing,Missing,Missing,Missing
Going in Style,2017,0.45454545454545453,22.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other"
Bokeh,2017,Missing,Missing,Missing,Missing,Missing,Missing
Alibi.com,2017,insufficient sample,2.0,0.2857142857142857,14.0,Missing,Missing
Dave Chappelle: Deep in the Heart of Texas,2017,insufficient sample,2.0,Missing,Missing,Missing,Missing
All Nighter,2017,insufficient sample,3.0,0.5384615384615384,13.0,Missing,Missing
Monsieur & Madame Adelman,2017,insufficient sample,3.0,Missing,Missing,Missing,Missing
Leave to Remain,2013,Missing,Missing,insufficient sample,3.0,Missing,Missing
MemÃ³rias PÃ³stumas,2001,Missing,Missing,Missing,Missing,Missing,Missing
"Didi, o Cupido TrapalhÃ£o",2003,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
ì•„ë¦¬ëž‘,2011,insufficient sample,2.0,Missing,Missing,Missing,Missing
The Batman Shootings,2012,Missing,Missing,Missing,Missing,Missing,Missing
10 Days in a Madhouse,2015,insufficient sample,6.0,insufficient sample,6.0,Missing,Missing
Deidra & Laney Rob a Train,2017,insufficient sample,5.0,0.7272727272727273,11.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Leben - BRD,1990,Missing,Missing,Missing,Missing,Missing,Missing
Dumbland,2002,insufficient sample,2.0,Missing,Missing,Missing,Missing
Carnage: Swallowing the Past,2017,Missing,Missing,0.5333333333333333,15.0,Missing,Missing
Boys of Abu Ghraib,2014,insufficient sample,2.0,insufficient sample,10.0,Missing,Missing
à¤� à¤«à¤¼à¥�à¤²à¤¾à¤‡à¤‚à¤— à¤œà¤Ÿà¥�à¤Ÿ,2016,Missing,Missing,insufficient sample,4.0,Missing,Missing
Nebel im August,2016,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
A.D. The Bible Continues,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing
The Lost World of Communism,2009,insufficient sample,1.0,Missing,Missing,Missing,Missing
PÃ¤Ã¤talo,2008,Missing,Missing,insufficient sample,4.0,Missing,Missing
Shooters,2001,Missing,Missing,Missing,Missing,Missing,Missing
Confessions of an Eco-Terrorist,2011,Missing,Missing,Missing,Missing,Missing,Missing
The Most Hated Woman in America,2017,Missing,Missing,Missing,Missing,Missing,Missing
Videogramme einer Revolution,1992,insufficient sample,1.0,Missing,Missing,Missing,Missing
à®“ à®•à®¾à®¤à®²à¯� à®•à®£à¯�à®®à®£à®¿,2015,insufficient sample,7.0,insufficient sample,4.0,Missing,Missing
Apex: The Story of the Hypercar,2016,Missing,Missing,Missing,Missing,Missing,Missing
Gettin' In,2012,Missing,Missing,insufficient sample,1.0,Missing,Missing
Vine of the Soul: Encounters with Ayahuasca,2010,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
Bitter Harvest,2017,insufficient sample,5.0,Missing,Missing,Missing,Missing
People You May Know,2016,Missing,Missing,insufficient sample,2.0,Missing,Missing
All You Need is Love - Meine Schwiegertochter ist ein Mann,2009,insufficient sample,1.0,Missing,Missing,Missing,Missing
You Should Meet My Son!,2010,Missing,Missing,Missing,Missing,Missing,Missing
Esteros,2016,Missing,Missing,Missing,Missing,Missing,Missing
Novatos,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing
Eating Out,2004,insufficient sample,6.0,insufficient sample,2.0,Missing,Missing
Eating Out 2: Sloppy Seconds,2006,Missing,Missing,insufficient sample,5.0,Missing,Missing
Eating Out: All You Can Eat,2009,Missing,Missing,insufficient sample,6.0,Missing,Missing
A EsperanÃ§a Ã© a Ãšltima Que Morre,2015,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing
A cambio de nada,2015,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing
Monster Pies,2013,Missing,Missing,Missing,Missing,Missing,Missing
Mulligans,2008,insufficient sample,1.0,insufficient sample,7.0,Missing,Missing
Rock Haven,2007,insufficient sample,3.0,Missing,Missing,Missing,Missing
John Apple Jack,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing
Triple Crossed,2013,insufficient sample,4.0,Missing,Missing,Missing,Missing
En Forelskelse,2008,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
Come non detto,2012,Missing,Missing,insufficient sample,6.0,Missing,Missing
Vengeance: A Love Story,2017,insufficient sample,10.0,insufficient sample,7.0,Missing,Missing
Arbeiter verlassen die Fabrik,1995,Missing,Missing,Missing,Missing,Missing,Missing
The Amazing Truth About Queen Raquela,2008,Missing,Missing,insufficient sample,2.0,Missing,Missing
Princesa,2001,Missing,Missing,insufficient sample,1.0,Missing,Missing
ëª…ì™•ì„±,2012,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
ì¡°ìš©í•œ ê°€ì¡±,1998,Missing,Missing,insufficient sample,3.0,Missing,Missing
å‹‡å£«ä¹‹é—¨,2016,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing
El bar,2017,insufficient sample,1.0,insufficient sample,5.0,Missing,Missing
